CPU Name,CPU Mark
Intel Core i5-10500T @ 2.30GHz,10188
Intel Core i5-10500TE @ 2.30GHz,8864
Intel Core i5-10505 @ 3.20GHz,12072
Intel Core i5-10600 @ 3.30GHz,13546
Intel Core i5-10600K @ 4.10GHz,14253
Intel Core i5-10600KF @ 4.10GHz,14119
Intel Core i5-10600T @ 2.40GHz,11537
Intel Core i5-11260H @ 2.60GHz,15318
Intel Core i5-11300H @ 3.10GHz,10764
Intel Core i5-1130G7 @ 1.10GHz,8222
Intel Core i5-11320H @ 3.20GHz,10823
Intel Core i5-1135G7 @ 2.40GHz,9382
Intel Core i5-11400 @ 2.60GHz,16664
Intel Core i5-11400F @ 2.60GHz,16894
Intel Core i5-11400H @ 2.70GHz,15196
Intel Core i5-11400T @ 1.30GHz,13074
Intel Core i5-1140G7 @ 1.10GHz,8510
Intel Core i5-1145G7 @ 2.60GHz,9225
Intel Core i5-1145G7E @ 2.60GHz,9178
Intel Core i5-1145GRE @ 2.60GHz,8207
Intel Core i5-11500 @ 2.70GHz,17065
Intel Core i5-11500B @ 3.30GHz,17075
Intel Core i5-11500H @ 2.90GHz,15547
Intel Core i5-11500T @ 1.50GHz,12749
Intel Core i5-1155G7 @ 2.50GHz,9627
Intel Core i5-11600 @ 2.80GHz,17954
Intel Core i5-11600K @ 3.90GHz,19509
Intel Core i5-11600KF @ 3.90GHz,19443
Intel Core i5-11600T @ 1.70GHz,14447
Intel Core i5-1230U,11097
Intel Core i5-1235U,12639
Intel Core i5-12400,18785
Intel Core i5-12400F,19593
Intel Core i5-12400T,15547
Intel Core i5-1240P,16031
Intel Core i5-1240U,13832
Intel Core i5-12450H,16032
Intel Core i5-12450HX,17891
Intel Core i5-1245U,12905
Intel Core i5-1245UE,9473
Intel Core i5-1245UL,15357
Intel Core i5-12490F,20369
Intel Core i5-12500,19736
Intel Core i5-12500E,20585
Intel Core i5-12500H,20437
Intel Core i5-12500HL,23366
Intel Core i5-12500T,16368
Intel Core i5-12500TE,15472
Intel Core i5-1250P,18986
Intel Core i5-1250PE,18365
Intel Core i5-12600,21353
Intel Core i5-12600H,20818
Intel Core i5-12600HE,22827
Intel Core i5-12600HL,23615
Intel Core i5-12600HX,24335
Intel Core i5-12600K,27554
Intel Core i5-12600KF,27550
Intel Core i5-12600T,17420
Intel Core i5-1334U,13118
Intel Core i5-1335U,13976
Intel Core i5-1335UE,11647
Intel Core i5-13400,23836
Intel Core i5-13400E,27000
Intel Core i5-13400EF,26594
Intel Core i5-13400F,24988
Intel Core i5-13400T,20301
Intel Core i5-1340P,18468
Intel Core i5-1340PE,18490
Intel Core i5-13420H,17035
Intel Core i5-13450HX,24889
Intel Core i5-1345U,14104
Intel Core i5-1345UE,9577
Intel Core i5-1345URE,10981
Intel Core i5-13490F,26665
Intel Core i5-13500,30978
Intel Core i5-13500E,25718
Intel Core i5-13500H,21053
Intel Core i5-13500HX,27724
Intel Core i5-13500T,22534
Intel Core i5-13500TE,20511
Intel Core i5-1350P,18800
Intel Core i5-1350PRE,19945
Intel Core i5-13600,31442
Intel Core i5-13600H,22842
Intel Core i5-13600HE,23483
Intel Core i5-13600HRE,14591
Intel Core i5-13600HX,27477
Intel Core i5-13600K,37562
Intel Core i5-13600KF,37392
Intel Core i5-13600T,28107
Intel Core i5-14400,25229
Intel Core i5-14400F,25600
Intel Core i5-14400T,20678
Intel Core i5-14450HX,23668
Intel Core i5-14490F,26545
Intel Core i5-14500,30998
Intel Core i5-14500HX,28306
Intel Core i5-14500T,22991
Intel Core i5-14600,35074
Intel Core i5-14600K,38482
Intel Core i5-14600KF,38470
Intel Core i5-14600T,27180
Intel Core i5-2300 @ 2.80GHz,3470
Intel Core i5-2310 @ 2.90GHz,3664
Intel Core i5-2320 @ 3.00GHz,3690
Intel Core i5-2380P @ 3.10GHz,3636
Intel Core i5-2390T @ 2.70GHz,2497
Intel Core i5-2400 @ 3.10GHz,3861
Intel Core i5-2400S @ 2.50GHz,3185
Intel Core i5-24050S @ 2.50GHz,3061
Intel Core i5-2405S @ 2.50GHz,3400
Intel Core i5-2410M @ 2.30GHz,1958
Intel Core i5-2415M @ 2.30GHz,1942
Intel Core i5-2430M @ 2.40GHz,2021
Intel Core i5-2435M @ 2.40GHz,2031
Intel Core i5-2450M @ 2.50GHz,2077
Intel Core i5-2450P @ 3.20GHz,4273
Intel Core i5-2467M @ 1.60GHz,1400
Intel Core i5-2500 @ 3.30GHz,4099
Intel Core i5-2500K @ 3.30GHz,4141
Intel Core i5-2500S @ 2.70GHz,3376
Intel Core i5-2500T @ 2.30GHz,2929
Intel Core i5-2510E @ 2.50GHz,1884
Intel Core i5-2515E @ 2.50GHz,1882
Intel Core i5-2520M @ 2.50GHz,2244
Intel Core i5-2537M @ 1.40GHz,1134
Intel Core i5-2540M @ 2.60GHz,2344
Intel Core i5-2550K @ 3.40GHz,4228
Intel Core i5-2557M @ 1.70GHz,1641
Intel Core i5-2560M @ 2.70GHz,2397
Intel Core i5-3170K @ 3.20GHz,8882
Intel Core i5-3210M @ 2.50GHz,2464
Intel Core i5-3230M @ 2.60GHz,2569
Intel Core i5-3317U @ 1.70GHz,2013
Intel Core i5-3320M @ 2.60GHz,2656
Intel Core i5-3330 @ 3.00GHz,4100
Intel Core i5-3330S @ 2.70GHz,3913
Intel Core i5-3335S @ 2.70GHz,3672
Intel Core i5-3337U @ 1.80GHz,2089
Intel Core i5-3339Y @ 1.50GHz,1589
Intel Core i5-3340 @ 3.10GHz,4257
Intel Core i5-3340M @ 2.70GHz,2681
Intel Core i5-3340S @ 2.80GHz,3976
Intel Core i5-3350P @ 3.10GHz,4325
Intel Core i5-3360M @ 2.80GHz,2883
Intel Core i5-3380M @ 2.90GHz,2944
Intel Core i5-3427U @ 1.80GHz,2250
Intel Core i5-3437U @ 1.90GHz,2170
Intel Core i5-3439Y @ 1.50GHz,1957
Intel Core i5-3450 @ 3.10GHz,4517
Intel Core i5-3450S @ 2.80GHz,4401
Intel Core i5-3470 @ 3.20GHz,4661
Intel Core i5-3470S @ 2.90GHz,4374
Intel Core i5-3470T @ 2.90GHz,3008
Intel Core i5-3475S @ 2.90GHz,4325
Intel Core i5-3550 @ 3.30GHz,4785
Intel Core i5-3550S @ 3.00GHz,4480
Intel Core i5-3570 @ 3.40GHz,4929
Intel Core i5-3570K @ 3.40GHz,4972
Intel Core i5-3570S @ 3.10GHz,4692
Intel Core i5-3570T @ 2.30GHz,3875
Intel Core i5-3610ME @ 2.70GHz,2694
Intel Core i5-4200H @ 2.80GHz,3049
Intel Core i5-4200M @ 2.50GHz,2810
Intel Core i5-4200U @ 1.60GHz,2176
Intel Core i5-4200Y @ 1.40GHz,1558
Intel Core i5-4202Y @ 1.60GHz,1552
Intel Core i5-4210H @ 2.90GHz,3091
Intel Core i5-4210M @ 2.60GHz,2905
Intel Core i5-4210U @ 1.70GHz,2314
Intel Core i5-4210Y @ 1.50GHz,1532
Intel Core i5-4220Y @ 1.60GHz,1719
Intel Core i5-4230U @ 1.90GHz,1853
Intel Core i5-4250U @ 1.30GHz,2128
Intel Core i5-4258U @ 2.40GHz,2617
Intel Core i5-4260U @ 1.40GHz,2309
Intel Core i5-4278U @ 2.60GHz,2824
Intel Core i5-4288U @ 2.60GHz,2669
Intel Core i5-4300M @ 2.60GHz,2955
Intel Core i5-4300U @ 1.90GHz,2489
Intel Core i5-4300Y @ 1.60GHz,1485
Intel Core i5-4302Y @ 1.60GHz,1580
Intel Core i5-4308U @ 2.80GHz,2990
Intel Core i5-430M @ 2.27GHz,1211
Intel Core i5-430UM @ 1.20GHz,627
Intel Core i5-4310M @ 2.70GHz,3048
Intel Core i5-4310U @ 2.00GHz,2532
Intel Core i5-4330M @ 2.80GHz,3210
Intel Core i5-4340M @ 2.90GHz,3380
Intel Core i5-4350U @ 1.40GHz,2425
Intel Core i5-4400E @ 2.70GHz,3251
Intel Core i5-4402E @ 1.60GHz,2681
Intel Core i5-4422E @ 1.80GHz,1907
Intel Core i5-4430 @ 3.00GHz,4667
Intel Core i5-4430S @ 2.70GHz,4384
Intel Core i5-4440 @ 3.10GHz,4794
Intel Core i5-4440S @ 2.80GHz,4387
Intel Core i5-4460 @ 3.20GHz,4923
Intel Core i5-4460S @ 2.90GHz,4644
Intel Core i5-4460T @ 1.90GHz,3652
Intel Core i5-4470 @ 3.30GHz,4491
Intel Core i5-4470S @ 3.00GHz,4742
Intel Core i5-450M @ 2.40GHz,1263
Intel Core i5-4570 @ 3.20GHz,5233
Intel Core i5-4570R @ 2.70GHz,4575
Intel Core i5-4570S @ 2.90GHz,5016
Intel Core i5-4570T @ 2.90GHz,3216
Intel Core i5-4570TE @ 2.70GHz,3131
Intel Core i5-4590 @ 3.30GHz,5380
Intel Core i5-4590S @ 3.00GHz,5124
Intel Core i5-4590T @ 2.00GHz,4065
Intel Core i5-460M @ 2.53GHz,1320
Intel Core i5-4670 @ 3.40GHz,5483
Intel Core i5-4670K @ 3.40GHz,5582
Intel Core i5-4670K CPT @ 3.40GHz,5034
Intel Core i5-4670R @ 3.00GHz,5233
Intel Core i5-4670S @ 3.10GHz,5257
Intel Core i5-4670T @ 2.30GHz,4489
Intel Core i5-4690 @ 3.50GHz,5590
Intel Core i5-4690K @ 3.50GHz,5686
Intel Core i5-4690S @ 3.20GHz,5476
Intel Core i5-4690T @ 2.50GHz,4615
Intel Core i5-470UM @ 1.33GHz,788
Intel Core i5-480M @ 2.67GHz,1329
Intel Core i5-520 @ 2.40GHz,1556
Intel Core i5-5200U @ 2.20GHz,2503
Intel Core i5-520M @ 2.40GHz,1730
Intel Core i5-520UM @ 1.07GHz,932
Intel Core i5-5250U @ 1.60GHz,2448
Intel Core i5-5257U @ 2.70GHz,2833
Intel Core i5-5287U @ 2.90GHz,3076
Intel Core i5-5300U @ 2.30GHz,2703
Intel Core i5-5350U @ 1.80GHz,2588
Intel Core i5-540M @ 2.53GHz,1796
Intel Core i5-540UM @ 1.20GHz,1002
Intel Core i5-5575R @ 2.80GHz,5077
Intel Core i5-560M @ 2.67GHz,1892
Intel Core i5-560UM @ 1.33GHz,1015
Intel Core i5-5675C @ 3.10GHz,5750
Intel Core i5-5675R @ 3.10GHz,5560
Intel Core i5-580M @ 2.67GHz,1987
Intel Core i5-6198DU @ 2.30GHz,3109
Intel Core i5-6200U @ 2.30GHz,2989
Intel Core i5-6260U @ 1.80GHz,3186
Intel Core i5-6267U @ 2.90GHz,3363
Intel Core i5-6287U @ 3.10GHz,3801
Intel Core i5-6300HQ @ 2.30GHz,4669
Intel Core i5-6300U @ 2.40GHz,3202
Intel Core i5-6350HQ @ 2.30GHz,4255
Intel Core i5-6360U @ 2.00GHz,3120
Intel Core i5-6400 @ 2.70GHz,5175
Intel Core i5-6400T @ 2.20GHz,4253
Intel Core i5-6402P @ 2.80GHz,5359
Intel Core i5-6440EQ @ 2.70GHz,5329
Intel Core i5-6440HQ @ 2.60GHz,5011
Intel Core i5-6442EQ @ 1.90GHz,4483
Intel Core i5-650 @ 3.20GHz,2257
Intel Core i5-6500 @ 3.20GHz,5604
Intel Core i5-6500T @ 2.50GHz,4770
Intel Core i5-6500TE @ 2.30GHz,4962
Intel Core i5-655K @ 3.20GHz,2017
Intel Core i5-660 @ 3.33GHz,2397
Intel Core i5-6600 @ 3.30GHz,6070
Intel Core i5-6600K @ 3.50GHz,6300
Intel Core i5-6600T @ 2.70GHz,5572
Intel Core i5-661 @ 3.33GHz,2387
Intel Core i5-670 @ 3.47GHz,2553
Intel Core i5-680 @ 3.60GHz,2620
Intel Core i5-7200U @ 2.50GHz,3369
Intel Core i5-7260U @ 2.20GHz,3960
Intel Core i5-7267U @ 3.10GHz,3625
Intel Core i5-7287U @ 3.30GHz,3743
Intel Core i5-7300HQ @ 2.50GHz,5081
Intel Core i5-7300U @ 2.60GHz,3632
Intel Core i5-7360U @ 2.30GHz,3828
Intel Core i5-7400 @ 3.00GHz,5477
Intel Core i5-7400T @ 2.40GHz,4701
Intel Core i5-7440EQ @ 2.90GHz,5711
Intel Core i5-7440HQ @ 2.80GHz,5449
Intel Core i5-7442EQ @ 2.10GHz,4834
Intel Core i5-750 @ 2.67GHz,2548
Intel Core i5-7500 @ 3.40GHz,6032
Intel Core i5-7500T @ 2.70GHz,5238
Intel Core i5-760 @ 2.80GHz,2677
Intel Core i5-7600 @ 3.50GHz,6581
Intel Core i5-7600K @ 3.80GHz,6819
Intel Core i5-7600T @ 2.80GHz,5822
Intel Core i5-760S @ 2.53GHz,5440
Intel Core i5-7640X @ 4.00GHz,7096
Intel Core i5-7Y54 @ 1.20GHz,2584
Intel Core i5-7Y57 @ 1.20GHz,2550
Intel Core i5-8200Y @ 1.30GHz,2239
Intel Core i5-8210Y @ 1.60GHz,2726
Intel Core i5-8250U @ 1.60GHz,5802
Intel Core i5-8257U @ 1.40GHz,7402
Intel Core i5-8259U @ 2.30GHz,7818
Intel Core i5-8260U @ 1.60GHz,7283
Intel Core i5-8265U @ 1.60GHz,5803
Intel Core i5-8265UC @ 1.60GHz,5274
Intel Core i5-8269U @ 2.60GHz,7111
Intel Core i5-8279U @ 2.40GHz,7429
Intel Core i5-8300H @ 2.30GHz,7364
Intel Core i5-8305G @ 2.80GHz,6905
Intel Core i5-8350U @ 1.70GHz,6102
Intel Core i5-8365U @ 1.60GHz,5953
Intel Core i5-8365UE @ 1.60GHz,5504
Intel Core i5-8400 @ 2.80GHz,9231
Intel Core i5-8400H @ 2.50GHz,7495
Intel Core i5-8400T @ 1.70GHz,7420
Intel Core i5-8500 @ 3.00GHz,9511
Intel Core i5-8500B @ 3.00GHz,8839
Intel Core i5-8500T @ 2.10GHz,7724
Intel Core i5-8600 @ 3.10GHz,9961
Intel Core i5-8600K @ 3.60GHz,10141
Intel Core i5-8600T @ 2.30GHz,9183
Intel Core i5-9300H @ 2.40GHz,7427
Intel Core i5-9300HF @ 2.40GHz,7248
Intel Core i5-9400 @ 2.90GHz,9374
Intel Core i5-9400F @ 2.90GHz,9461
Intel Core i5-9400H @ 2.50GHz,7809
Intel Core i5-9400T @ 1.80GHz,8146
Intel Core i5-9500 @ 3.00GHz,9856
Intel Core i5-9500E @ 3.00GHz,9104
Intel Core i5-9500F @ 3.00GHz,9976
Intel Core i5-9500T @ 2.20GHz,8061
Intel Core i5-9500TE @ 2.20GHz,9772
Intel Core i5-9600 @ 3.10GHz,10347
Intel Core i5-9600K @ 3.70GHz,10656
Intel Core i5-9600KF @ 3.70GHz,10648
Intel Core i5-9600T @ 2.30GHz,9585
Intel Core i5-L16G7 @ 1.40GHz,3287
Intel Core i7-10510U @ 1.80GHz,6381
Intel Core i7-10510Y @ 1.20GHz,3554
Intel Core i7-1060NG7 @ 1.20GHz,6461
Intel Core i7-10610U @ 1.80GHz,6585
Intel Core i7-1065G7 @ 1.30GHz,8125
Intel Core i7-1068NG7 @ 2.30GHz,9160
Intel Core i7-10700 @ 2.90GHz,16034
Intel Core i7-10700E @ 2.90GHz,16086
Intel Core i7-10700F @ 2.90GHz,16099
Intel Core i7-10700K @ 3.80GHz,18535
Intel Core i7-10700KF @ 3.80GHz,18341
Intel Core i7-10700T @ 2.00GHz,12907
Intel Core i7-10700TE @ 2.00GHz,13505
Intel Core i7-10710U @ 1.10GHz,9227
Intel Core i7-10750H @ 2.60GHz,11479
Intel Core i7-10810U @ 1.10GHz,8036
Intel Core i7-10850H @ 2.70GHz,11560
Intel Core i7-10870H @ 2.20GHz,13993
Intel Core i7-10875H @ 2.30GHz,14459
Intel Core i7-110 @4 .30GHz,22861
Intel Core i7-11370H @ 3.30GHz,11547
Intel Core i7-11375H @ 3.30GHz,11715
Intel Core i7-11390H @ 3.40GHz,9739
Intel Core i7-11600H @ 2.90GHz,15435
Intel Core i7-1160G7 @ 1.20GHz,8715
Intel Core i7-1165G7 @ 2.80GHz,9820
Intel Core i7-11700 @ 2.50GHz,20645
Intel Core i7-11700B @ 3.20GHz,21572
Intel Core i7-11700F @ 2.50GHz,20779
Intel Core i7-11700K @ 3.60GHz,24346
Intel Core i7-11700KF @ 3.60GHz,23826
Intel Core i7-11700T @ 1.40GHz,15319
Intel Core i7-11800H @ 2.30GHz,19740
Intel Core i7-1180G7 @ 1.30GHz,7836
Intel Core i7-11850H @ 2.50GHz,19799
Intel Core i7-11850HE @ 2.60GHz,20111
Intel Core i7-1185G7 @ 3.00GHz,9979
Intel Core i7-1185G7E @ 2.80GHz,9880
Intel Core i7-1185GRE @ 2.80GHz,7767
Intel Core i7-1195G7 @ 2.90GHz,10411
Intel Core i7-1250U,11278
Intel Core i7-1255U,12999
Intel Core i7-1260P,16575
Intel Core i7-1260U,13256
Intel Core i7-12650H,21581
Intel Core i7-12650HX,22875
Intel Core i7-1265U,13196
Intel Core i7-1265UE,10183
Intel Core i7-1265UL,18294
Intel Core i7-12700,29956
Intel Core i7-12700E,28437
Intel Core i7-12700F,30301
Intel Core i7-12700H,25225
Intel Core i7-12700K,34302
Intel Core i7-12700KF,34020
Intel Core i7-12700T,21203
Intel Core i7-12700TE,19259
Intel Core i7-1270P,16449
Intel Core i7-1270PE,16740
Intel Core i7-12800H,23914
Intel Core i7-12800HE,26096
Intel Core i7-12800HX,31268
Intel Core i7-1280P,20054
Intel Core i7-12850HX,30694
Intel Core i7-1355U,14016
Intel Core i7-1360P,18472
Intel Core i7-13620H,23508
Intel Core i7-13650HX,30397
Intel Core i7-1365U,13799
Intel Core i7-1365UE,10829
Intel Core i7-1365URE,10863
Intel Core i7-13700,36157
Intel Core i7-13700E,33384
Intel Core i7-13700F,37998
Intel Core i7-13700H,26053
Intel Core i7-13700HX,31923
Intel Core i7-13700K,45731
Intel Core i7-13700KF,45621
Intel Core i7-13700T,27797
Intel Core i7-13700TE,21749
Intel Core i7-13705H,25627
Intel Core i7-1370P,20000
Intel Core i7-1370PE,17340
Intel Core i7-1370PRE,19197
Intel Core i7-13790F,42202
Intel Core i7-13800H,26268
Intel Core i7-13800HRE,19845
Intel Core i7-13850HX,36426
Intel Core i7-14650HX,33960
Intel Core i7-14700,40753
Intel Core i7-14700F,41438
Intel Core i7-14700HX,36938
Intel Core i7-14700K,52081
Intel Core i7-14700KF,52168
Intel Core i7-14700T,31112
Intel Core i7-14701E,26021
Intel Core i7-14701TE,26039
Intel Core i7-14790F,41012
Intel Core i7-2600 @ 3.40GHz,5341
Intel Core i7-2600K @ 3.40GHz,5479
Intel Core i7-2600S @ 2.80GHz,4632
Intel Core i7-2610UE @ 1.50GHz,1527
Intel Core i7-2617M @ 1.50GHz,1687
Intel Core i7-2620M @ 2.70GHz,2426
Intel Core i7-2630QM @ 2.00GHz,3556
Intel Core i7-2630UM @ 1.60GHz,400
Intel Core i7-2635QM @ 2.00GHz,3476
Intel Core i7-2637M @ 1.70GHz,1903
Intel Core i7-2640M @ 2.80GHz,2455
Intel Core i7-2655LE @ 2.20GHz,1999
Intel Core i7-2670QM @ 2.20GHz,3733
Intel Core i7-2675QM @ 2.20GHz,3692
Intel Core i7-2677M @ 1.80GHz,1882
Intel Core i7-2700K @ 3.50GHz,5694
Intel Core i7-2710QE @ 2.10GHz,3749
Intel Core i7-2715QE @ 2.10GHz,3221
Intel Core i7-2720QM @ 2.20GHz,4025
Intel Core i7-2760QM @ 2.40GHz,4299
Intel Core i7-2820QM @ 2.30GHz,4357
Intel Core i7-2840QM @ 2.40GHz,3842
Intel Core i7-2860QM @ 2.50GHz,4585
Intel Core i7-2920XM @ 2.50GHz,4318
Intel Core i7-2960XM @ 2.70GHz,4646
Intel Core i7-3517U @ 1.90GHz,2102
Intel Core i7-3517UE @ 1.70GHz,2384
Intel Core i7-3520M @ 2.90GHz,2841
Intel Core i7-3537U @ 2.00GHz,2348
Intel Core i7-3540M @ 3.00GHz,2985
Intel Core i7-3555LE @ 2.50GHz,2195
Intel Core i7-3610QE @ 2.30GHz,5333
Intel Core i7-3610QM @ 2.30GHz,5144
Intel Core i7-3612QE @ 2.10GHz,4929
Intel Core i7-3612QM @ 2.10GHz,4657
Intel Core i7-3615QE @ 2.30GHz,5617
Intel Core i7-3615QM @ 2.30GHz,5164
Intel Core i7-3630QM @ 2.40GHz,5129
Intel Core i7-3632QM @ 2.20GHz,4747
Intel Core i7-3635QM @ 2.40GHz,4775
Intel Core i7-3667U @ 2.00GHz,2458
Intel Core i7-3687U @ 2.10GHz,2621
Intel Core i7-3689Y @ 1.50GHz,1967
Intel Core i7-3720QM @ 2.60GHz,5581
Intel Core i7-3740QM @ 2.70GHz,5710
Intel Core i7-3770 @ 3.40GHz,6414
Intel Core i7-3770K @ 3.50GHz,6506
Intel Core i7-3770S @ 3.10GHz,6175
Intel Core i7-3770T @ 2.50GHz,5416
Intel Core i7-3820 @ 3.60GHz,5790
Intel Core i7-3820QM @ 2.70GHz,5598
Intel Core i7-3840QM @ 2.80GHz,5837
Intel Core i7-3920XM @ 2.90GHz,5745
Intel Core i7-3930K @ 3.20GHz,8200
Intel Core i7-3940XM @ 3.00GHz,6012
Intel Core i7-3960X @ 3.30GHz,8409
Intel Core i7-3970X @ 3.50GHz,8603
Intel Core i7-4500U @ 1.80GHz,2489
Intel Core i7-4510U @ 2.00GHz,2637
Intel Core i7-4550U @ 1.50GHz,2307
Intel Core i7-4558U @ 2.80GHz,2964
Intel Core i7-4560U @ 1.60GHz,2473
Intel Core i7-4578U @ 3.00GHz,3058
Intel Core i7-4600M @ 2.90GHz,3217
Intel Core i7-4600U @ 2.10GHz,2708
Intel Core i7-4610M @ 3.00GHz,3260
Intel Core i7-4610Y @ 1.70GHz,2446
Intel Core i7-4650U @ 1.70GHz,2461
Intel Core i7-4700EQ @ 2.40GHz,5417
Intel Core i7-4700HQ @ 2.40GHz,5584
Intel Core i7-4700MQ @ 2.40GHz,5350
Intel Core i7-4702HQ @ 2.20GHz,5421
Intel Core i7-4702MQ @ 2.20GHz,5175
Intel Core i7-4710HQ @ 2.50GHz,5541
Intel Core i7-4710MQ @ 2.50GHz,5789
Intel Core i7-4712HQ @ 2.30GHz,5332
Intel Core i7-4712MQ @ 2.30GHz,5325
Intel Core i7-4720HQ @ 2.60GHz,5727
Intel Core i7-4722HQ @ 2.40GHz,5741
Intel Core i7-4750HQ @ 2.00GHz,5643
Intel Core i7-4760HQ @ 2.10GHz,6300
Intel Core i7-4765T @ 2.00GHz,5034
Intel Core i7-4770 @ 3.40GHz,7065
Intel Core i7-4770HQ @ 2.20GHz,6024
Intel Core i7-4770K @ 3.50GHz,7143
Intel Core i7-4770R @ 3.20GHz,6561
Intel Core i7-4770S @ 3.10GHz,6730
Intel Core i7-4770T @ 2.50GHz,5798
Intel Core i7-4770TE @ 2.30GHz,5015
Intel Core i7-4771 @ 3.50GHz,7147
Intel Core i7-4785T @ 2.20GHz,5497
Intel Core i7-4790 @ 3.60GHz,7261
Intel Core i7-4790K @ 4.00GHz,8063
Intel Core i7-4790S @ 3.20GHz,6971
Intel Core i7-4790T @ 2.70GHz,6303
Intel Core i7-4800MQ @ 2.70GHz,5777
Intel Core i7-4810MQ @ 2.80GHz,6042
Intel Core i7-4820K @ 3.70GHz,6513
Intel Core i7-4850HQ @ 2.30GHz,6134
Intel Core i7-4860EQ @ 1.80GHz,5508
Intel Core i7-4860HQ @ 2.40GHz,6232
Intel Core i7-4870HQ @ 2.50GHz,6311
Intel Core i7-4900MQ @ 2.80GHz,6200
Intel Core i7-4910MQ @ 2.90GHz,6281
Intel Core i7-4930K @ 3.40GHz,9378
Intel Core i7-4930MX @ 3.00GHz,6391
Intel Core i7-4940MX @ 3.10GHz,6764
Intel Core i7-4960HQ @ 2.60GHz,6368
Intel Core i7-4960X @ 3.60GHz,9933
Intel Core i7-4980HQ @ 2.80GHz,6529
Intel Core i7-5500U @ 2.40GHz,2804
Intel Core i7-5550U @ 2.00GHz,2780
Intel Core i7-5557U @ 3.10GHz,3162
Intel Core i7-5600U @ 2.60GHz,2996
Intel Core i7-5650U @ 2.20GHz,3004
Intel Core i7-5675C @ 3.10GHz,6089
Intel Core i7-5700EQ @ 2.60GHz,5803
Intel Core i7-5700HQ @ 2.70GHz,6063
Intel Core i7-5775C @ 3.30GHz,7717
Intel Core i7-5775R @ 3.30GHz,7604
Intel Core i7-5820K @ 3.30GHz,9829
Intel Core i7-5850EQ @ 2.70GHz,7036
Intel Core i7-5850HQ @ 2.70GHz,6866
Intel Core i7-5930K @ 3.50GHz,10348
Intel Core i7-5950HQ @ 2.90GHz,7667
Intel Core i7-5960X @ 3.00GHz,13661
Intel Core i7-610 @ 2.53GHz,1365
Intel Core i7-610E @ 2.53GHz,2071
Intel Core i7-620LM @ 2.00GHz,1457
Intel Core i7-620M @ 2.67GHz,1981
Intel Core i7-620UM @ 1.07GHz,1091
Intel Core i7-640LM @ 2.13GHz,1534
Intel Core i7-640M @ 2.80GHz,2100
Intel Core i7-640UM @ 1.20GHz,1168
Intel Core i7-6498DU @ 2.50GHz,3372
Intel Core i7-6500U @ 2.50GHz,3275
Intel Core i7-6560U @ 2.20GHz,3332
Intel Core i7-6567U @ 3.30GHz,3656
Intel Core i7-6600U @ 2.60GHz,3401
Intel Core i7-660UM @ 1.33GHz,1279
Intel Core i7-6650U @ 2.20GHz,3565
Intel Core i7-6660U @ 2.40GHz,3636
Intel Core i7-6700 @ 3.40GHz,8037
Intel Core i7-6700HQ @ 2.60GHz,6523
Intel Core i7-6700K @ 4.00GHz,8938
Intel Core i7-6700T @ 2.80GHz,6993
Intel Core i7-6700TE @ 2.40GHz,6204
Intel Core i7-6770HQ @ 2.60GHz,7044
Intel Core i7-6800K @ 3.40GHz,10718
Intel Core i7-680UM @ 1.47GHz,1196
Intel Core i7-6820EQ @ 2.80GHz,7025
Intel Core i7-6820HK @ 2.70GHz,7042
Intel Core i7-6820HQ @ 2.70GHz,6759
Intel Core i7-6822EQ @ 2.00GHz,5550
Intel Core i7-6850K @ 3.60GHz,11372
Intel Core i7-6900K @ 3.20GHz,14649
Intel Core i7-6920HQ @ 2.90GHz,7258
Intel Core i7-6950X @ 3.00GHz,17586
Intel Core i7-6970HQ @ 2.80GHz,4632
Intel Core i7-720QM @ 1.60GHz,1676
Intel Core i7-740QM @ 1.73GHz,1844
Intel Core i7-7500U @ 2.70GHz,3635
Intel Core i7-7560U @ 2.40GHz,3830
Intel Core i7-7567U @ 3.50GHz,4116
Intel Core i7-7600U @ 2.80GHz,3693
Intel Core i7-7660U @ 2.50GHz,4030
Intel Core i7-7700 @ 3.60GHz,8644
Intel Core i7-7700HQ @ 2.80GHz,6883
Intel Core i7-7700K @ 4.20GHz,9634
Intel Core i7-7700T @ 2.90GHz,7523
Intel Core i7-7740X @ 4.30GHz,9689
Intel Core i7-7800X @ 3.50GHz,12990
Intel Core i7-7820EQ @ 3.00GHz,7061
Intel Core i7-7820HK @ 2.90GHz,7405
Intel Core i7-7820HQ @ 2.90GHz,7158
Intel Core i7-7820X @ 3.60GHz,17193
Intel Core i7-7900X @ 3.30GHz,20363
Intel Core i7-7920HQ @ 3.10GHz,7278
Intel Core i7-7Y75 @ 1.30GHz,2537
Intel Core i7-8086K @ 4.00GHz,14064
Intel Core i7-820QM @ 1.73GHz,1834
Intel Core i7-840QM @ 1.87GHz,2038
Intel Core i7-8500Y @ 1.50GHz,2443
Intel Core i7-8550U @ 1.80GHz,5797
Intel Core i7-8557U @ 1.70GHz,7281
Intel Core i7-8559U @ 2.70GHz,8243
Intel Core i7-8565U @ 1.80GHz,5964
Intel Core i7-8565UC @ 1.80GHz,6187
Intel Core i7-8569U @ 2.80GHz,8163
Intel Core i7-860 @ 2.80GHz,3023
Intel Core i7-860S @ 2.53GHz,2365
Intel Core i7-8650U @ 1.90GHz,6189
Intel Core i7-8665U @ 1.90GHz,6193
